#tax_id	GeneID	GO_ID	Evidence	Qualifier	GO_term	PubMed	Category
8839	101792506	GO:0046963	IEA	involved_in	3'-phosphoadenosine 5'-phosphosulfate transport	30032202	Process
8839	101792506	GO:0046964	IEA	enables	3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity	30032202	Function
8839	101792506	GO:0055085	IEA	involved_in	transmembrane transport	22301074|30032202	Process
8839	101792507	GO:0016538	IEA	enables	cyclin-dependent protein serine/threonine kinase regulator activity	22301074	Function
8839	101792508	GO:0004993	IEA	enables	G protein-coupled serotonin receptor activity	22301074|30032202	Function
8839	101792508	GO:0005886	IEA	located_in	plasma membrane	22301074|30032202	Component
8839	101792508	GO:0007187	IEA	involved_in	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	30032202	Process
8839	101792508	GO:0007208	IEA	involved_in	phospholipase C-activating serotonin receptor signaling pathway	30032202	Process
8839	101792508	GO:0007210	IEA	involved_in	serotonin receptor signaling pathway	30032202	Process
8839	101792508	GO:0007268	IEA	involved_in	chemical synaptic transmission	30032202	Process
8839	101792508	GO:0030425	IEA	located_in	dendrite	30032202	Component
8839	101792508	GO:0030594	IEA	enables	neurotransmitter receptor activity	30032202	Function
8839	101792508	GO:0051209	IEA	involved_in	release of sequestered calcium ion into cytosol	30032202	Process
8839	101792509	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101792509	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	30032202	Function
8839	101792509	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101792510	GO:0005509	IEA	enables	calcium ion binding	22301074	Function
8839	101792510	GO:0007156	IEA	involved_in	homophilic cell-cell adhesion	22301074	Process
8839	101792510	GO:0009986	IEA	located_in	cell surface	30032202	Component
8839	101792510	GO:0045211	IEA	located_in	postsynaptic membrane	30032202	Component
8839	101792510	GO:0050806	IEA	involved_in	positive regulation of synaptic transmission	30032202	Process
8839	101792510	GO:0051965	IEA	involved_in	positive regulation of synapse assembly	30032202	Process
8839	101792511	GO:0003774	IEA	enables	cytoskeletal motor activity	22301074	Function
8839	101792511	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792511	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101792511	GO:0005856	IEA	located_in	cytoskeleton	22301074	Component
8839	101792511	GO:0007165	IEA	involved_in	signal transduction	22301074	Process
8839	101792511	GO:0016459	IEA	part_of	myosin complex	22301074	Component
8839	101792512	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101792512	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	22301074|30032202	Function
8839	101792512	GO:0005634	IEA	located_in	nucleus	22301074|30032202	Component
8839	101792512	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101792512	GO:0030182	IEA	involved_in	neuron differentiation	30032202	Process
8839	101792512	GO:0048468	IEA	involved_in	cell development	30032202	Process
8839	101792513	GO:0005783	IEA	located_in	endoplasmic reticulum	30032202	Component
8839	101792513	GO:0036503	IEA	involved_in	ERAD pathway	30032202	Process
8839	101792513	GO:0043130	IEA	enables	ubiquitin binding	30032202	Function
8839	101792515	GO:0003940	IEA	enables	L-iduronidase activity	30032202	Function
8839	101792515	GO:0005975	IEA	involved_in	carbohydrate metabolic process	22301074	Process
8839	101792516	GO:0006511	IEA	involved_in	ubiquitin-dependent protein catabolic process	30032202	Process
8839	101792516	GO:0008180	IEA	part_of	COP9 signalosome	30032202	Component
8839	101792517	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792518	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101792519	GO:0015031	IEA	involved_in	protein transport	30032202	Process
8839	101792519	GO:0031901	IEA	located_in	early endosome membrane	30032202	Component
8839	101792519	GO:1901981	IEA	enables	phosphatidylinositol phosphate binding	30032202	Function
8839	101792521	GO:0070840	IEA	enables	dynein complex binding	22301074|30032202	Function
8839	101792521	GO:0120293	IEA	located_in	dynein axonemal particle	30032202	Component
8839	101792522	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792522	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792523	GO:0000137	IEA	located_in	Golgi cis cisterna	30032202	Component
8839	101792523	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792523	GO:0005794	IEA	located_in	Golgi apparatus	22301074|30032202	Component
8839	101792523	GO:0005801	IEA	located_in	cis-Golgi network	22301074|30032202	Component
8839	101792523	GO:0007030	IEA	involved_in	Golgi organization	30032202	Process
8839	101792523	GO:0032580	IEA	located_in	Golgi cisterna membrane	30032202	Component
8839	101792524	GO:0016010	IEA	part_of	dystrophin-associated glycoprotein complex	30032202	Component
8839	101792524	GO:0042383	IEA	located_in	sarcolemma	30032202	Component
8839	101792526	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792526	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792526	GO:0008344	IEA	involved_in	adult locomotory behavior	30032202	Process
8839	101792526	GO:0048512	IEA	involved_in	circadian behavior	30032202	Process
8839	101792526	GO:0050804	IEA	involved_in	modulation of chemical synaptic transmission	30032202	Process
8839	101792529	GO:0004843	IEA	enables	cysteine-type deubiquitinase activity	30032202	Function
8839	101792529	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792529	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792529	GO:0007010	IEA	involved_in	cytoskeleton organization	30032202	Process
8839	101792529	GO:0016477	IEA	involved_in	cell migration	30032202	Process
8839	101792529	GO:0030177	IEA	involved_in	positive regulation of Wnt signaling pathway	30032202	Process
8839	101792529	GO:0035523	IEA	involved_in	protein K29-linked deubiquitination	30032202	Process
8839	101792529	GO:0070530	IEA	enables	K63-linked polyubiquitin modification-dependent protein binding	30032202	Function
8839	101792529	GO:0071947	IEA	involved_in	protein deubiquitination involved in ubiquitin-dependent protein catabolic process	30032202	Process
8839	101792529	GO:1990168	IEA	involved_in	protein K33-linked deubiquitination	30032202	Process
8839	101792530	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792530	GO:0043652	IEA	involved_in	engulfment of apoptotic cell	30032202	Process
8839	101792530	GO:0070782	IEA	involved_in	phosphatidylserine exposure on apoptotic cell surface	30032202	Process
8839	101792530	GO:1902742	IEA	involved_in	apoptotic process involved in development	30032202	Process
8839	101792533	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792535	GO:0001561	IEA	involved_in	fatty acid alpha-oxidation	30032202	Process
8839	101792535	GO:0003973	IEA	enables	(S)-2-hydroxy-acid oxidase activity	30032202	Function
8839	101792535	GO:0005782	IEA	located_in	peroxisomal matrix	30032202	Component
8839	101792535	GO:0010181	IEA	enables	FMN binding	22301074	Function
8839	101792536	GO:0005783	IEA	located_in	endoplasmic reticulum	30032202	Component
8839	101792536	GO:0005794	IEA	located_in	Golgi apparatus	30032202	Component
8839	101792536	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792536	GO:0045332	IEA	involved_in	phospholipid translocation	30032202	Process
8839	101792537	GO:0016020	IEA	located_in	membrane	30032202	Component
8839	101792537	GO:0043066	IEA	involved_in	negative regulation of apoptotic process	30032202	Process
8839	101792538	GO:0005811	IEA	located_in	lipid droplet	30032202	Component
8839	101792538	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101792538	GO:0010890	IEA	involved_in	positive regulation of triglyceride storage	30032202	Process
8839	101792538	GO:0019915	IEA	involved_in	lipid storage	30032202	Process
8839	101792540	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792540	GO:0035196	IEA	involved_in	miRNA processing	30032202	Process
8839	101792540	GO:0035198	IEA	enables	miRNA binding	30032202	Function
8839	101792540	GO:0046872	IEA	enables	metal ion binding	22301074	Function
8839	101792541	GO:0007283	IEA	involved_in	spermatogenesis	30032202	Process
8839	101792541	GO:0120212	IEA	located_in	sperm head-tail coupling apparatus	30032202	Component
8839	101792544	GO:0004674	IEA	enables	protein serine/threonine kinase activity	30032202	Function
8839	101792544	GO:0004713	IEA	enables	protein tyrosine kinase activity	30032202	Function
8839	101792544	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101792544	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792544	GO:0018108	IEA	involved_in	peptidyl-tyrosine phosphorylation	30032202	Process
8839	101792544	GO:0043484	IEA	involved_in	regulation of RNA splicing	30032202	Process
8839	101792545	GO:0005543	IEA	enables	phospholipid binding	30032202	Function
8839	101792546	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792546	GO:0006368	IEA	involved_in	transcription elongation by RNA polymerase II	22301074|30032202	Process
8839	101792546	GO:0016593	IEA	part_of	Cdc73/Paf1 complex	22301074|30032202	Component
8839	101792546	GO:0032968	IEA	involved_in	positive regulation of transcription elongation by RNA polymerase II	30032202	Process
8839	101792546	GO:1990269	IEA	enables	RNA polymerase II C-terminal domain phosphoserine binding	30032202	Function
8839	101792548	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792548	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792548	GO:0007219	IEA	involved_in	Notch signaling pathway	30032202	Process
8839	101792548	GO:0030425	IEA	located_in	dendrite	30032202	Component
8839	101792548	GO:0043025	IEA	located_in	neuronal cell body	30032202	Component
8839	101792548	GO:0045202	IEA	located_in	synapse	30032202	Component
8839	101792549	GO:0016020	IEA	located_in	membrane	22301074|30032202	Component
8839	101792549	GO:0038023	IEA	enables	signaling receptor activity	30032202	Function
8839	101792552	GO:0046961	IEA	enables	proton-transporting ATPase activity, rotational mechanism	22301074	Function
8839	101792553	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792553	GO:0019005	IEA	part_of	SCF ubiquitin ligase complex	30032202	Component
8839	101792553	GO:0031146	IEA	involved_in	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	30032202	Process
8839	101792554	GO:0061709	IEA	involved_in	reticulophagy	30032202	Process
8839	101792557	GO:0001503	IEA	involved_in	ossification	22301074|30032202	Process
8839	101792557	GO:0030198	IEA	involved_in	extracellular matrix organization	22301074|30032202	Process
8839	101792557	GO:0031012	IEA	located_in	extracellular matrix	30032202	Component
8839	101792557	GO:0050840	IEA	enables	extracellular matrix binding	30032202	Function
8839	101792558	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792558	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792559	GO:0004843	IEA	enables	cysteine-type deubiquitinase activity	22301074	Function
8839	101792559	GO:0008270	IEA	enables	zinc ion binding	22301074	Function
8839	101792559	GO:0016579	IEA	involved_in	protein deubiquitination	22301074	Process
8839	101792560	GO:0001609	IEA	enables	G protein-coupled adenosine receptor activity	22301074|30032202	Function
8839	101792560	GO:0001973	IEA	involved_in	G protein-coupled adenosine receptor signaling pathway	22301074|30032202	Process
8839	101792560	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792560	GO:0030425	IEA	located_in	dendrite	30032202	Component
8839	101792560	GO:0045202	IEA	located_in	synapse	30032202	Component
8839	101792561	GO:0003713	IEA	enables	transcription coactivator activity	30032202	Function
8839	101792561	GO:0016592	IEA	part_of	mediator complex	22301074|30032202	Component
8839	101792561	GO:0045944	IEA	involved_in	positive regulation of transcription by RNA polymerase II	30032202	Process
8839	101792562	GO:0000027	IEA	involved_in	ribosomal large subunit assembly	22301074	Process
8839	101792562	GO:0000956	IEA	involved_in	nuclear-transcribed mRNA catabolic process	30032202	Process
8839	101792562	GO:0003723	IEA	enables	RNA binding	30032202	Function
8839	101792562	GO:0005730	IEA	located_in	nucleolus	30032202	Component
8839	101792562	GO:0006364	IEA	involved_in	rRNA processing	30032202	Process
8839	101792562	GO:0030687	IEA	part_of	preribosome, large subunit precursor	30032202	Component
8839	101792562	GO:0042273	IEA	involved_in	ribosomal large subunit biogenesis	30032202	Process
8839	101792563	GO:0000176	IEA	part_of	nuclear exosome (RNase complex)	30032202	Component
8839	101792563	GO:0000177	IEA	part_of	cytoplasmic exosome (RNase complex)	30032202	Component
8839	101792563	GO:0000288	IEA	involved_in	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	30032202	Process
8839	101792563	GO:0000467	IEA	involved_in	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	30032202	Process
8839	101792563	GO:0016075	IEA	involved_in	rRNA catabolic process	30032202	Process
8839	101792563	GO:0034473	IEA	involved_in	U1 snRNA 3'-end processing	30032202	Process
8839	101792563	GO:0034475	IEA	involved_in	U4 snRNA 3'-end processing	30032202	Process
8839	101792563	GO:0034476	IEA	involved_in	U5 snRNA 3'-end processing	30032202	Process
8839	101792563	GO:0035925	IEA	enables	mRNA 3'-UTR AU-rich region binding	30032202	Function
8839	101792563	GO:0071028	IEA	involved_in	nuclear mRNA surveillance	30032202	Process
8839	101792563	GO:0071035	IEA	involved_in	nuclear polyadenylation-dependent rRNA catabolic process	30032202	Process
8839	101792563	GO:0071038	IEA	involved_in	TRAMP-dependent tRNA surveillance pathway	30032202	Process
8839	101792564	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792564	GO:0030550	IEA	enables	acetylcholine receptor inhibitor activity	30032202	Function
8839	101792566	GO:0006897	IEA	involved_in	endocytosis	30032202	Process
8839	101792566	GO:0007015	IEA	involved_in	actin filament organization	30032202	Process
8839	101792566	GO:0030136	IEA	located_in	clathrin-coated vesicle	30032202	Component
8839	101792566	GO:0030864	IEA	located_in	cortical actin cytoskeleton	30032202	Component
8839	101792566	GO:0032051	IEA	enables	clathrin light chain binding	30032202	Function
8839	101792566	GO:0035615	IEA	enables	clathrin-cargo adaptor activity	30032202	Function
